LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=701^DOC_NO=3156111^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,4-Jan-21,,5-Jan-21,104118,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3151083^DOC_REV=()^DOC_SHEET=1^,50,Initiator to review,4-Jan-21,,4-Jan-21,100133,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3153444^DOC_REV=()^DOC_SHEET=1^,50,Initiator to review,4-Jan-21,,4-Jan-21,100133,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3150040^DOC_REV=()^DOC_SHEET=1^,50,Initiator to review,4-Jan-21,,4-Jan-21,100133,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3153456^DOC_REV=()^DOC_SHEET=1^,50,Initiator to review,4-Jan-21,,4-Jan-21,100133,Approved
InventoryPart,CONTRACT=100^PART_NO=S154PA150Z36A^,15,Eng Coordinator,4-Jan-21,,11-Jan-21,100309,Approved
MrbHead,MRB_NUMBER=4907^,5,Start approval process (initiator),4-Jan-21,,8-Jan-21,100842,Approved
InventoryPart,CONTRACT=100^PART_NO=TW203U480^,50,Eng Coordinator,4-Jan-21,,11-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=S207927PM83W237CCALA^,15,Eng Coordinator,4-Jan-21,,12-Jan-21,100309,Approved
DocIssue,DOC_CLASS=865^DOC_NO=3158027^DOC_REV=()^DOC_SHEET=1^,1,Tech/Process Owner Approval,4-Jan-21,,4-Jan-21,103428,Approved
InventoryPart,CONTRACT=100^PART_NO=S154PA105Z72A^,15,Eng Coordinator,4-Jan-21,,11-Jan-21,100309,Approved
OrderQuotation,QUOTATION_NO=1297842^,10,Sales: Send quote to Engineering,4-Jan-21,,13-Jan-21,100606,Approved
CustomerOrder,ORDER_NO=1702985^,10,Sales: Send quote to Engineering,4-Jan-21,,6-Jan-21,103303,Approved
DocIssue,DOC_CLASS=865^DOC_NO=3153540^DOC_REV=()^DOC_SHEET=1^,30,Quality  Review,4-Jan-21,,4-Jan-21,103385,Approved
OrderQuotation,QUOTATION_NO=1291983^,30,Sales: Final Clause Review,4-Jan-21,Not adding test data sheet at this time per email from Julie O. -Gabe 11/18/2020,4-Jan-21,103353,Approved
OrderQuotation,QUOTATION_NO=1291983^,21,Sales: Obtain required documentation,4-Jan-21,Obtain the requested documentation from 11/17 then resubmit for clause review.,4-Jan-21,103353,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12530^,30,"Tech: Eval, Scrap/Return to RMA Shelf",4-Jan-21,,11-Jan-21,100265,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12530^,10,"Log in RMA, Add notes, Notice to cust",4-Jan-21,,11-Jan-21,100265,Approved
OrderQuotation,QUOTATION_NO=1297815^,40,Sales: CrossRef/Pricing/Quote,4-Jan-21,"TT111PF1GV is setup and available for immediately quote or order.  
Ben Pipp
1/4/2021",4-Jan-21,103013,Approved
MrbHead,MRB_NUMBER=4553^,40,Buyer Disposition if needed,4-Jan-21,,4-Jan-21,100494,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3157426^DOC_REV=()^DOC_SHEET=1^,60,2nd Eng- ECO review 2nd signature,4-Jan-21,,6-Jan-21,103753,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3156571^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,4-Jan-21,,4-Jan-21,104028,Approved
CustomerOrder,ORDER_NO=1702852^,20,Engineer Confirm FAI,4-Jan-21,"(20), Due ASAP, Saft, Jeff Furlong, HK218689, Per customer, 
FAI needed because there has been a lapse in production for 
twelve (12) months or more, measured from the last date of 
delivery - please make sure FAI step is added to the routing, 
Currently 3 pcs. in stock at Rev. E
",4-Jan-21,103161,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155453^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,4-Jan-21,,5-Jan-21,104118,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3157586^DOC_REV=()^DOC_SHEET=1^,90,Cognizant Engineer,4-Jan-21,Obsolete old part,4-Jan-21,100246,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3157593^DOC_REV=()^DOC_SHEET=1^,90,Cognizant Engineer,4-Jan-21,Obsolete old part,4-Jan-21,100246,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3156571^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,4-Jan-21,,4-Jan-21,103632,Approved
MrbHead,MRB_NUMBER=4905^,20,Buyer - Get Certs,4-Jan-21,,4-Jan-21,100494,Approved
MrbHead,MRB_NUMBER=4906^,20,Buyer - Get Certs,4-Jan-21,,4-Jan-21,100494,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3156571^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,4-Jan-21,,4-Jan-21,120104,Approved
MrbHead,MRB_NUMBER=4803^,40,Buyer Disposition if needed,4-Jan-21,,4-Jan-21,100494,Approved
OrderQuotation,QUOTATION_NO=1297815^,20,Snsr/Inst: Eng Grp Core,4-Jan-21,INST 30 - 1/4/21 - Southern Controls - Inside Sales. Customer is asking for a quote for TT111PF1GV. It's not allowing new demand. ,4-Jan-21,100624,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3139358^DOC_REV=(1)^DOC_SHEET=1^,10,QA,4-Jan-21,Updated document expiry date,,103385,Approved
CustomerOrder,ORDER_NO=1702974^,20,Release Order,4-Jan-21,Release Order After Denied Party Approval,20-Jan-21,102140,Approved
InventoryPart,CONTRACT=100^PART_NO=TT111PF1GV^,10,Snsr/Inst: Dsgn Engineer - Set up new IP,4-Jan-21,,4-Jan-21,100624,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3157102^DOC_REV=()^DOC_SHEET=1^,30,Update training manager,4-Jan-21,,4-Jan-21,103721,Approved
DocIssue,DOC_CLASS=575^DOC_NO=3134439^DOC_REV=A^DOC_SHEET=1^,20,Review & Approve,4-Jan-21,,4-Jan-21,103491,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3157102^DOC_REV=()^DOC_SHEET=1^,20,Read and acknowledge training,4-Jan-21,,4-Jan-21,103385,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3157351^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,4-Jan-21,,4-Jan-21,103385,Approved
SupplierInfoGeneral,SUPPLIER_ID=123924^,10,Buyer Planner,4-Jan-21,,4-Jan-21,100494,Approved
InventoryPart,CONTRACT=100^PART_NO=TW103312U40^,20,Eng Coordinator,4-Jan-21,,5-Jan-21,100309,Approved
CustomerOrder,ORDER_NO=1702869^,20,"Contract Analyst Clause Review, DFARS",4-Jan-21,"No action required, already in previosuly entered. TJE 1/4/21(30) 01/05/2021, The Boeing, Inside Sales, PO IN HOUSE, please set up the following clauses for part# HK237006 customer# 122505

Clause Doc#: 	2862614
Description: 	Fixed Price Goods Under US Govt Contract 
Document Name:  	BDS Terms and Conditions Guide
Document Rev:  	12/07/2018
Customer Clause#	GP7",5-Jan-21,100177,Approved
CustomerOrder,ORDER_NO=1702869^,20,"Contract Analyst Clause Review, DFARS",4-Jan-21,"No action required, already in previosuly entered. TJE 1/4/21(30) 01/05/2021, The Boeing, Inside Sales, PO IN HOUSE, please set up the following clause for part# HK237006 customer# 122505

Clause Doc#: 	2862616
Description: 	Customer Contract Flowdown Provisions
Document Name:  	BDS Terms and Conditions Guide
Document Rev:  	09/30/2014
Customer Clause#	H202",5-Jan-21,100177,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3157102^DOC_REV=()^DOC_SHEET=1^,20,Read and acknowledge training,4-Jan-21,,4-Jan-21,100210,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3152531^DOC_REV=()^DOC_SHEET=1^,10,Initiate and approve updates,4-Jan-21,,4-Jan-21,103721,Approved
InventoryPart,CONTRACT=100^PART_NO=AS237099EU115B6P4^,10,Snsr/Inst: Set up new IP,4-Jan-21,OBS because part should not have been created.,,104101,Approved
CustomerOrder,ORDER_NO=1702869^,20,Engineering Clause Review,4-Jan-21,"(30) 01/05/2021, The Boeing, Inside Sales, PO IN HOUSE, please set up the following clauses for part# HK237006 customer# 122505 

Clause Doc#: 	2797463
Description: 	FOD PREVENTION PROGRAM, 
Document Name:  	BDS Terms and Conditions Guide
Document Rev:  	10/04/2017
Customer Clause#	Q186
JAO 04Jan2021- Entered for Engineering",5-Jan-21,103721,Approved
CustomerOrder,ORDER_NO=1702869^,20,Quality Clause Review,4-Jan-21,"(30) 01/05/2021, The Boeing, Inside Sales, PO IN HOUSE, please set up the following clauses for part# HK237006 customer# 122505 

Clause Doc#: 	2986794
Description: 	SELLERS NOTIFICATION OF, ESCAPEMENT
Document Name:  	BDS Terms and Conditions Guide
Document Rev:  	10/30/2019
Customer Clause#	 Q320

",5-Jan-21,103721,Approved
DocIssue,DOC_CLASS=575^DOC_NO=3134439^DOC_REV=A^DOC_SHEET=1^,10,Initiate Approval Routing,4-Jan-21,,4-Jan-21,103749,Approved
InventoryPart,CONTRACT=100^PART_NO=AS152826PDPD3S430C100J^,10,Snsr/Inst: Set up new IP,4-Jan-21,,11-Jan-21,104101,Approved
MrbHead,MRB_NUMBER=4906^,10,Initiate Approval Routing,4-Jan-21,,4-Jan-21,100740,Approved
MrbHead,MRB_NUMBER=4905^,10,Initiate Approval Routing,4-Jan-21,,4-Jan-21,100214,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6524^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3157102^DOC_REV=()^DOC_SHEET=1^,20,Read and acknowledge training,4-Jan-21,,4-Jan-21,103834,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6523^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6522^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6521^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6520^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6519^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6518^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
DocIssue,DOC_CLASS=575^DOC_NO=3157911^DOC_REV=()^DOC_SHEET=1^,10,Initiate Approval Routing,4-Jan-21,,6-Jan-21,103749,Approved
InventoryPart,CONTRACT=100^PART_NO=HK237006^,11,EC - Assign Drafter/Place on EPR,4-Jan-21,,4-Jan-21,103207,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3154153^DOC_REV=()^DOC_SHEET=1^,30,MFG Eng - Delete if initiator,4-Jan-21,,11-Jan-21,104118,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6517^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6516^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6515^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6514^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
MrbHead,MRB_NUMBER=4873^,30,QA MRB Disposition & Content,4-Jan-21,,6-Jan-21,100265,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6512^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
DocIssue,DOC_CLASS=821^DOC_NO=3155626^DOC_REV=()^DOC_SHEET=1^,20,Communicate Requirements,4-Jan-21,Kurt Mfg  PPA,4-Jan-21,103078,Approved
DocIssue,DOC_CLASS=821^DOC_NO=3155610^DOC_REV=()^DOC_SHEET=1^,20,Communicate Requirements,4-Jan-21,Kurt Mfg  PPA,4-Jan-21,103078,Approved
InventoryPart,CONTRACT=100^PART_NO=HL6513^,375,EC - Release to Planning/change status K,4-Jan-21,,4-Jan-21,100259,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3157102^DOC_REV=()^DOC_SHEET=1^,20,Read and acknowledge training,4-Jan-21,,4-Jan-21,100265,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3156058^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,4-Jan-21,,12-Jan-21,103606,Approved
InventoryPart,CONTRACT=100^PART_NO=AC1016H2V160^,80,Snsr/Inst Eng coordinator- Inactive,4-Jan-21,docs Checked,4-Jan-21,100309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3143905^DOC_REV=()^DOC_SHEET=1^,50,Mfg Eng or Orig - Review ECR Disposition,4-Jan-21,,4-Jan-21,100086,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3157870^DOC_REV=()^DOC_SHEET=1^,100,Release Documents,4-Jan-21,,4-Jan-21,100259,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3157870^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,4-Jan-21,,4-Jan-21,100259,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12562^,30,"Tech: Eval, Scrap/Return to RMA Shelf",4-Jan-21,,12-Jan-21,102450,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12562^,10,"Log in RMA, Add notes, Notice to cust",4-Jan-21,,12-Jan-21,102450,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3156865^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,4-Jan-21,,4-Jan-21,103368,Approved
CustomerOrder,ORDER_NO=1702971^,40,Release Order,4-Jan-21,Release Order After Denied Party Approval,4-Jan-21,1016,Approved
CustomerOrder,ORDER_NO=1702971^,30,Denied Party Approval,4-Jan-21,https://webservices.minco.com/MincoWeb/Integrations/UpsDeniedPartyScreenerLookup?keyType=CUSTOMERORDER&keyValue=1702971,4-Jan-21,120096,Approved
CustomerOrder,ORDER_NO=1702971^,20,Release Order,4-Jan-21,Release Order After Denied Party Approval,4-Jan-21,1016,Approved
CustomerOrder,ORDER_NO=1702971^,10,Denied Party Approval,4-Jan-21,https://webservices.minco.com/MincoWeb/Integrations/UpsDeniedPartyScreenerLookup?keyType=CUSTOMERORDER&keyValue=1702971,4-Jan-21,120096,Approved
CustomerOrder,ORDER_NO=1702781^,60,Release Order,3-Jan-21,Release Order After Denied Party Approval,11-Jan-21,102646,Approved
CustomerOrder,ORDER_NO=1702781^,50,Denied Party Approval,3-Jan-21,https://webservices.minco.com/MincoWeb/Integrations/UpsDeniedPartyScreenerLookup?keyType=CUSTOMERORDER&keyValue=1702781,11-Jan-21,120096,Approved
CustomerOrder,ORDER_NO=1702781^,40,Release Order,3-Jan-21,Release Order After Denied Party Approval,11-Jan-21,102646,Approved
OrderQuotation,QUOTATION_NO=1297837^,10,Sales: Send quote to Engineering,3-Jan-21,,5-Jan-21,1016,Approved
CustomerOrder,ORDER_NO=1702781^,30,Denied Party Approval,3-Jan-21,https://webservices.minco.com/MincoWeb/Integrations/UpsDeniedPartyScreenerLookup?keyType=CUSTOMERORDER&keyValue=1702781,11-Jan-21,120096,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3139995^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3140026^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3143905^DOC_REV=()^DOC_SHEET=1^,45,Mfg Eng - Follow Up,2-Jan-21,"Dan - Was this corrected with ECO # 3139860?  Or we need a new ECO to correct this? This is Correct , This is Corrected, this has been implemented. DKL 1/2/21",4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3149614^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3152088^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3154316^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3154679^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3156210^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,2-Jan-21,,4-Jan-21,103309,Approved
DocIssue,DOC_CLASS=700^DOC_NO=1000647^DOC_REV=()^DOC_SHEET=1^,10,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000647^DOC_REV=()^DOC_SHEET=1^,20,Congizant Engineer,,H24321,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1003494^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1000647^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1003494^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000647^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=701^DOC_NO=1003494^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000965^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=820^DOC_NO=1614769^DOC_REV=()^DOC_SHEET=1^,10,Review and Approve for Release,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000965^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1000965^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001046^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,Please provide more detail.,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001059^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1001059^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,100566,
DocIssue,DOC_CLASS=700^DOC_NO=1001059^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001119^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,Please provide more detail.,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001029^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001029^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1000999^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001050^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,100430,
DocIssue,DOC_CLASS=700^DOC_NO=1001119^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001029^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Eng.,,H23986,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000999^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1000999^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001050^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001050^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001119^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001046^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001046^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1001381^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,100543,
DocIssue,DOC_CLASS=700^DOC_NO=1001381^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1001381^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1001318^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,100430,
DocIssue,DOC_CLASS=700^DOC_NO=1001318^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1001318^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,30,Manufacturing Engineer (Mica / Rubber),,,,100372,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,30,QA Engineer (Mica / Rubber),,,,100686,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,50,Engineering Coordinator gathers all info,,,,100698,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,10,Engineering Coordinator gathers all info,,,,100698,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,45,"Finance, Scrapping on ECO",,,,100033,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1002097^DOC_REV=()^DOC_SHEET=1^,40,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1000201^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Review,,,,100434,
DocIssue,DOC_CLASS=701^DOC_NO=1000201^DOC_REV=()^DOC_SHEET=1^,15,Planner,,,,103629,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,40,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,40,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=721^DOC_NO=1002109^DOC_REV=()^DOC_SHEET=1^,40,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1000201^DOC_REV=()^DOC_SHEET=1^,10,MFG Eng Review,,ECR approved; Design Eng to modify routing,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1007306^DOC_REV=()^DOC_SHEET=1^,10,Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1007306^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator,,,,100259,
DocIssue,DOC_CLASS=701^DOC_NO=1015158^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1015158^DOC_REV=()^DOC_SHEET=1^,10,MFG Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1015158^DOC_REV=()^DOC_SHEET=1^,30,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1005285^DOC_REV=()^DOC_SHEET=1^,30,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1003473^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=701^DOC_NO=1003473^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1003473^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1014032^DOC_REV=()^DOC_SHEET=1^,10,cognizant engineer,,,,100679,
DocIssue,DOC_CLASS=701^DOC_NO=1014032^DOC_REV=()^DOC_SHEET=1^,20,librarian,,,,100085,
DocIssue,DOC_CLASS=701^DOC_NO=1014332^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1014332^DOC_REV=()^DOC_SHEET=1^,10,MFG Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1014332^DOC_REV=()^DOC_SHEET=1^,30,Cognizant Engineer,,"Due to the minimum order quantities set by Rogers Corporation, Minco is requesting from the customer (Microline) that all Phenolic Butyral materials be replaced with WA (Dupont).",,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,10,Engineering Coordinator,,,,100541,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,30,Manufacturing Engineer,,,,100372,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,70,Release to MFG,,,,100541,
DocIssue,DOC_CLASS=700^DOC_NO=1014744^DOC_REV=()^DOC_SHEET=1^,50,Quality Engineer,,,,100686,
DocIssue,DOC_CLASS=700^DOC_NO=1019037^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100259,
DocIssue,DOC_CLASS=700^DOC_NO=1019037^DOC_REV=()^DOC_SHEET=1^,20,Engineering Coordinator gathers all info,,,,100698,
DocIssue,DOC_CLASS=700^DOC_NO=1019037^DOC_REV=()^DOC_SHEET=1^,10,Cognizant Engineer,,,,103629,
DocIssue,DOC_CLASS=701^DOC_NO=1019068^DOC_REV=()^DOC_SHEET=1^,20,Planner,,,,103629,
